recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,attributes_patterns,POS_all,cluster,sentiment_scores_noun_pos_vader,sentiment_score_noun_pos_vader,sentiment_scores_all_pos_vader,sentiment_score_all_pos_vader,sentiment_score_review_spacy,sentiment_score_noun_pos_spacy,sentiment_score_all_pos_spacy,consistency_noun_pos_vader,consistency_all_pos_vader,consistency_review_spacy,consistency_noun_pos_spacy,consistency_all_pos_spacy
150401079,english,much fun. good game.,1700364405,1700364405,True,0,0,0.0,0,True,False,False,True,,,,76561198026910152,0,12,5646,1465,447,1706980513,"['much fun', 'good game']","['much', 'fun', 'good', 'game']",0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,consistent,inconsistent,consistent,consistent,consistent
150212970,english,fucking deadly game,1700125689,1700125689,True,0,1,0.0,0,True,False,False,True,,,,76561199010472251,0,10,11675,0,8475,1705123930,[],"['fucking', 'deadly', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4,0.0,-0.4,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
150210386,english,disbalance game from aliexpress.,1700119950,1704275105,False,0,0,0.0,0,True,False,False,True,,,,76561197992529528,0,9,16314,504,13621,1707068008,[],"['disbalance', 'game', 'aliexpress']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4,0.0,-0.4,inconsistent,inconsistent,consistent,consistent,consistent
150136399,english,"best game ever
definitely recommend it",1699996878,1700864702,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198148947249,0,4,6268,17,5845,1706868373,['best game'],"['best', 'game', 'ever', 'definitely', 'recommend']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19999999999999998,0.3,0.19999999999999998,inconsistent,inconsistent,consistent,consistent,consistent
150122882,english,"i love this game so much! very well made!
super funny and recommended to the whole family!
please add more levels or a battle pass to keep the challenge!",1699979496,1700591929,True,0,0,0.0,0,True,False,False,True,,,,76561197983129197,68,4,7313,14,5986,1706746185,"['super funny', 'whole family', 'more levels']","['i', 'love', 'game', 'so', 'much', 'very', 'well', 'made', 'super', 'funny', 'recommended', 'whole', 'family', 'please', 'add', 'more', 'levels', 'battle', 'pass', 'keep', 'challenge']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25833333333333336,0.3208333333333333,0.2261904761904762,inconsistent,inconsistent,consistent,consistent,consistent
150092251,english,"this game is awesome
needs fast mode",1699925741,1699925741,True,0,0,0.4964539110660552,0,True,False,False,True,,,,76561199099722523,0,3,7845,1091,1429,1706946725,"['awesome needs', 'needs fast', 'fast mode']","['game', 'is', 'awesome', 'needs', 'fast', 'mode']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.26666666666666666,0.4666666666666666,0.26666666666666666,inconsistent,inconsistent,consistent,consistent,consistent
149976179,english,nvm i recommend the game just because of the lamb skin also i learned that custom game is way more fun than quick match,1699759240,1705774582,True,0,0,0.0,0,True,False,False,True,,,,76561198866975284,0,2,9681,1149,8323,1706473189,['quick match'],"['nvm', 'i', 'recommend', 'game', 'just', 'lamb', 'skin', 'also', 'i', 'learned', 'custom', 'game', 'is', 'way', 'more', 'fun', 'quick', 'match']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.06666666666666665,0.3333333333333333,0.06666666666666665,inconsistent,inconsistent,consistent,consistent,consistent
149970533,english,"fun game, majority of players don't use voice chat which makes things pretty boring. plethora of bots currently, ready to see what the next update brings. game good",1699750583,1700781638,True,0,0,0.0,0,True,False,False,True,,,,76561197996856363,171,11,7528,314,4577,1707095224,"['update brings', 'game good']","['fun', 'game', 'majority', 'players', 'do', ""n't"", 'use', 'voice', 'chat', 'makes', 'things', 'pretty', 'boring', 'plethora', 'bots', 'currently', 'ready', 'see', 'next', 'update', 'brings', 'game', 'good']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.04375000000000004,0.14999999999999997,-0.04375000000000004,inconsistent,inconsistent,inconsistent,consistent,inconsistent
149955813,english,"gang beast was good, but this is superior. if you disagree, you're simply wrong.",1699732258,1699818191,True,0,0,0.0,0,True,False,False,True,,,,76561198150927524,332,38,7889,1332,1756,1707082000,[],"['gang', 'beast', 'was', 'good', 'is', 'superior', 'disagree', ""'re"", 'simply', 'wrong']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0,0.3,inconsistent,inconsistent,consistent,inconsistent,consistent
149916600,english,fun game.,1699686551,1699686551,True,0,0,0.4761904776096343,0,True,False,False,True,,,,76561198126541997,0,3,5711,220,3851,1706422152,[],"['fun', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05000000000000002,0.0,-0.05000000000000002,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149907227,english,"so

much

fun 

the game had a rocky start with connectivity is used but man is it fun",1699671732,1699671732,True,0,0,0.0,0,True,False,False,True,,,,76561197971165142,164,4,7452,641,2465,1707101358,"['much fun', 'rocky start']","['so', 'much', 'fun', 'game', 'had', 'rocky', 'start', 'connectivity', 'is', 'used', 'man', 'is', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.06666666666666665,0.3,0.06666666666666665,inconsistent,inconsistent,consistent,consistent,consistent
149871022,english,best game ever,1699627829,1699627829,True,1,0,0.5051634907722473,0,True,False,False,True,,,,76561198313047132,0,1,7892,708,4010,1706980335,['best game'],"['best', 'game', 'ever']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.3,0.3,inconsistent,inconsistent,consistent,consistent,consistent
149824107,english,"super fun to play with a group of friends or even alone its just hilarious all around. and the voice chat is surprisingly not as toxic as i thought it would be, its majority quiet or hilarious.",1699551351,1699551351,True,0,0,0.0,0,True,False,False,True,,,,76561198813674021,38,2,10492,742,4455,1706924017,['super fun'],"['super', 'fun', 'play', 'group', 'friends', 'even', 'alone', 'just', 'hilarious', 'around', 'voice', 'is', 'surprisingly', 'not', 'as', 'toxic', 'i', 'thought', 'be', 'majority', 'quiet', 'hilarious']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.21388888888888888,0.31666666666666665,0.21388888888888888,inconsistent,inconsistent,consistent,consistent,consistent
149767054,english,i punched the dog,1699463036,1700675669,True,1,0,0.0,0,True,False,False,True,,,,76561198987550322,62,18,4565,1083,2334,1706976909,[],"['i', 'punched', 'dog']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149724285,english,beastiality,1699389151,1699389151,True,0,0,0.4741379022598266,0,True,False,False,True,,,,76561198811858793,0,1,15343,663,3135,1707113965,[],['beastiality'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149682032,english,"i love it, but fix the garbage knock out system. why am i knocked out for 7 years when i get lightly tapped by a hair, but when i absolutely drop kick someone in the jaw, they get up in 4.6 seconds. also, while i am knocked out, someone comes along and knocks me out 0.00000000023 seconds after i wake up. other than that, pretty fun.",1699320990,1699320990,True,1,0,0.508274257183075,0,True,False,False,True,,,,76561198161374136,92,4,5996,1,5911,1706821370,[],"['i', 'love', 'fix', 'garbage', 'knock', 'system', 'am', 'i', 'knocked', 'years', 'i', 'get', 'lightly', 'tapped', 'hair', 'i', 'absolutely', 'drop', 'kick', 'someone', 'jaw', 'get', 'up', 'seconds', 'also', 'i', 'am', 'knocked', 'someone', 'comes', 'along', 'knocks', 'seconds', 'i', 'wake', 'other', 'pretty', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2541666666666667,0.0,0.2541666666666667,inconsistent,inconsistent,consistent,inconsistent,consistent
149661405,english,"this game was actually fun...until the recent update over the weekend, they made it so stamina runs out extremely fast. game is now ruined. gang beasts 2.0 all over again, dev's love to chance thing and ruin games, don't buy and everyone else request a refund and defund the projects devs, don't deserve any of our hard earned money.",1699292016,1699292016,False,2,0,0.462508887052536,0,True,False,False,True,,,,76561198076714774,0,2,14973,2584,5983,1706908856,"['recent update', 'stamina runs']","['game', 'was', 'actually', 'fun', 'recent', 'update', 'weekend', 'made', 'so', 'stamina', 'runs', 'extremely', 'fast', 'game', 'is', 'now', 'ruined', 'gang', 'beasts', 'over', 'again', 'dev', 'love', 'chance', 'thing', 'ruin', 'games', 'do', ""n't"", 'buy', 'everyone', 'else', 'request', 'refund', 'defund', 'projects', 'devs', 'do', ""n't"", 'deserve', 'hard', 'earned', 'money']",0,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05595238095238097,0.0,-0.013095238095238104,inconsistent,inconsistent,consistent,consistent,consistent
149658363,english,"a fun and laidback multiplayer experience

i feel compelled to share my thoughts on party animals because, despite the mixed feedback it has received, i genuinely believe it's a pretty good game. it's important to note that many of the negative reviews may be related to misconceptions about local play, as the game actually requires an online connection. however, this shouldn't overshadow the fact that party animals offers a decent gaming experience.

the game's core loop revolves around a series of minigames and fight rounds in a team format, with team sizes varying between two and four players based on the random matchmaking system. the standout feature is its ragdoll combat mechanics, which some might dismiss as purely luckbased. however, with practice, it becomes apparent that the game can be highly competitive when facing skilled opponents. while luck does play a minor role, mastering skills like quick weapon pickups, accurate drop kicks, and strategic player tossing depends more on player skill and feedback.

admittedly, the game's progression can feel repetitive over extended play sessions, making it better suited for shorter, more casual gaming sessions. the inclusion of a free battle pass system is a nice touch, and despite the presence of microtransactions, i never felt pressured to make any purchases. most of the items available for purchase are cosmetic, and the game generously provides free players with plenty of skins and items.

like any online multiplayer game, the party animals community can be a mixed bag, with elements of toxicity and competitiveness, but it also has its share of friendly and helpful players. ultimately, i'd recommend party animals to anyone looking for a simple, laidback game where you can goof around without taking things too seriously.

in conclusion, party animals offers a fun and enjoyable gaming experience, especially for those seeking a relaxed multiplayer environment with moments of hilarity and skill. give it a try, and you might be pleasantly surprised by what it has to offer.",1699288440,1699288512,True,0,0,0.0,0,True,False,False,True,,,,76561198072847564,131,1,13628,517,6259,1707110083,"['mixed feedback', 'good game', 'negative reviews', 'local play', 'online connection', 'decent gaming', 'fight rounds', 'minor role', 'quick weapon', 'accurate drop', 'strategic player', 'extended play', 'casual gaming', 'free battle', 'nice touch', 'items available', 'free players', 'online multiplayer', 'mixed bag', 'helpful players', 'laidback game', 'enjoyable gaming', 'relaxed multiplayer']","['fun', 'laidback', 'multiplayer', 'experience', 'i', 'feel', 'compelled', 'share', 'thoughts', 'party', 'animals', 'mixed', 'feedback', 'has', 'received', 'i', 'genuinely', 'believe', ""'s"", 'pretty', 'good', 'game', ""'s"", 'important', 'note', 'many', 'negative', 'reviews', 'be', 'related', 'misconceptions', 'local', 'play', 'game', 'actually', 'requires', 'online', 'connection', 'however', ""n't"", 'overshadow', 'fact', 'party', 'animals', 'offers', 'decent', 'gaming', 'experience', 'game', 'core', 'loop', 'revolves', 'series', 'minigames', 'fight', 'rounds', 'team', 'format', 'team', 'sizes', 'varying', 'players', 'based', 'random', 'matchmaking', 'system', 'standout', 'feature', 'is', 'ragdoll', 'combat', 'mechanics', 'dismiss', 'purely', 'luckbased', 'however', 'practice', 'becomes', 'apparent', 'game', 'be', 'highly', 'competitive', 'facing', 'skilled', 'opponents', 'luck', 'does', 'play', 'minor', 'role', 'mastering', 'skills', 'quick', 'weapon', 'pickups', 'accurate', 'drop', 'kicks', 'strategic', 'player', 'tossing', 'depends', 'more', 'player', 'skill', 'feedback', 'admittedly', 'game', 'progression', 'feel', 'repetitive', 'extended', 'play', 'sessions', 'making', 'better', 'suited', 'shorter', 'more', 'casual', 'gaming', 'sessions', 'inclusion', 'free', 'battle', 'pass', 'system', 'is', 'nice', 'touch', 'presence', 'microtransactions', 'i', 'never', 'felt', 'pressured', 'make', 'purchases', 'most', 'items', 'available', 'purchase', 'are', 'cosmetic', 'game', 'generously', 'provides', 'free', 'players', 'plenty', 'skins', 'items', 'online', 'multiplayer', 'game', 'party', 'animals', 'community', 'be', 'mixed', 'bag', 'elements', 'toxicity', 'competitiveness', 'also', 'has', 'share', 'friendly', 'helpful', 'players', 'ultimately', 'i', 'recommend', 'party', 'animals', 'anyone', 'looking', 'simple', 'laidback', 'game', 'goof', 'taking', 'things', 'too', 'seriously', 'conclusion', 'party', 'animals', 'offers', 'fun', 'enjoyable', 'gaming', 'experience', 'especially', 'seeking', 'relaxed', 'multiplayer', 'environment', 'moments', 'hilarity', 'skill', 'give', 'try', 'be', 'pleasantly', 'surprised', 'has', 'offer']",0,"{'neg': 0.096, 'neu': 0.532, 'pos': 0.372, 'compound': 0.9451}",0.9451,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.09216229348882407,0.1323529411764706,0.09216229348882407,consistent,inconsistent,consistent,consistent,consistent
149645514,english,"this game may have its flaws, and it may be broken or glitchy at times, but hear me out.... its not a serious game. people are leaving a ton of bad reviews for this game because it is glitchy and weird, but the game isnt meant to be serious, its meant to be a funny animal game where you have fun, so what if you lose? its about the time spent playing, not whether or not you win. (although i swear to god if i lose again i will shoot someone in their foot)",1699273864,1699273864,True,1,1,0.4917257726192474,0,True,False,False,True,,,,76561198970534173,0,11,5704,849,3418,1707034412,"['serious game', 'bad reviews', 'funny animal', 'time spent', 'spent playing']","['game', 'have', 'flaws', 'be', 'broken', 'glitchy', 'times', 'hear', '....', 'not', 'serious', 'game', 'people', 'are', 'leaving', 'ton', 'bad', 'reviews', 'game', 'is', 'glitchy', 'weird', 'game', 'isnt', 'meant', 'be', 'serious', 'meant', 'be', 'funny', 'animal', 'game', 'have', 'fun', 'lose', 'time', 'spent', 'playing', 'not', 'not', 'win', 'i', 'swear', 'god', 'i', 'lose', 'again', 'i', 'shoot', 'someone', 'foot']",0,"{'neg': 0.243, 'neu': 0.556, 'pos': 0.201, 'compound': -0.1531}",-0.1531,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.17976190476190476,-0.23055555555555554,-0.2654761904761905,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149583133,english,cheaters & internet lags. they suck!,1699186820,1699186820,False,2,0,0.5348531603813171,0,True,False,False,True,,,,76561198025254420,47,4,6480,530,4016,1707052307,[],"['cheaters', 'internet', 'lags', 'suck']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,consistent,inconsistent
149538182,english,"dude this game is literally a comfort game for me, it is so fun. the characters designs and how immersive this game really is. i love everything about it and i recommend it to others! just ignore the toxic players and you'll have fun <3 

ps: i am way too addicted to this game lol",1699127329,1700617042,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561199241101087,0,1,13900,2370,1443,1707027406,[],"['dude', 'game', 'is', 'literally', 'comfort', 'game', 'is', 'so', 'fun', 'characters', 'designs', 'immersive', 'game', 'really', 'is', 'i', 'love', 'everything', 'i', 'recommend', 'others', 'just', 'ignore', 'toxic', 'players', 'have', 'fun', '<', 'ps', 'i', 'am', 'way', 'too', 'addicted', 'game', 'lol']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1025,0.0,-0.011111111111111108,inconsistent,inconsistent,consistent,inconsistent,inconsistent
149482946,english,really good,1699061407,1699061407,True,0,0,0.4761904776096343,0,True,True,False,True,,,,76561199287262073,0,2,8913,440,7404,1706839643,[],"['really', 'good']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.7,0.0,0.7,inconsistent,inconsistent,consistent,inconsistent,consistent
149470863,english,very fun game to beat up people,1699046566,1699046566,True,0,0,0.0,0,True,False,False,True,,,,76561199388858397,0,1,10933,0,5171,1703270418,['fun game'],"['very', 'fun', 'game', 'beat', 'people']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0050000000000000044,-0.05000000000000002,-0.0050000000000000044,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149419709,english,"its a good time, totally got my $20 worth",1698986632,1698986632,True,0,0,0.0,0,True,False,False,True,,,,76561198058804590,0,1,12541,741,7632,1707114482,['good time'],"['good', 'time', 'totally', 'got', 'worth']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3333333333333333,0.7,0.3333333333333333,inconsistent,inconsistent,consistent,consistent,consistent
149401531,english,look at my play time... look at my play time!,1698960922,1698960922,True,0,0,0.0,0,True,False,False,True,,,,76561198073420791,0,9,9903,1095,3834,1707048560,[],"['look', 'play', 'time', 'look', 'play', 'time']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149400707,english,very fun game to kill time.,1698960042,1698960042,True,0,0,0.0,0,True,False,False,True,,,,76561198883076023,0,2,16826,772,9130,1706755490,['fun game'],"['very', 'fun', 'game', 'kill', 'time']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0050000000000000044,-0.05000000000000002,-0.0050000000000000044,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149383063,english,"this game is fun. the grind is super ridiculous. i suggest fixing drop rate of items needed to do weekly missions and opening options to complete them as well, like customs. you could also let us pick the weapon drops in customs to complete weekly's. if the grind and options don't change i feel this game will fail in 6 months to a year and become free to play or be gone like knockout city.

i'm done with the grind and done trying to finish weekly's as it's too much and i have other games to play this isn't the only one.",1698942585,1698942585,False,1,0,0.0,0,True,False,False,True,,,,76561198354226411,0,1,5816,200,4018,1706923936,"['weekly missions', 'other games', 'only one']","['game', 'is', 'fun', 'grind', 'is', 'super', 'ridiculous', 'i', 'suggest', 'fixing', 'drop', 'rate', 'items', 'needed', 'do', 'weekly', 'missions', 'opening', 'options', 'complete', 'as', 'well', 'customs', 'also', 'let', 'pick', 'weapon', 'drops', 'customs', 'complete', 'weekly', 'grind', 'options', 'do', ""n't"", 'change', 'i', 'feel', 'game', 'fail', 'months', 'year', 'become', 'free', 'play', 'be', 'gone', 'knockout', 'city', 'i', ""'m"", 'done', 'grind', 'done', 'trying', 'finish', 'weekly', ""'s"", 'too', 'much', 'i', 'have', 'other', 'games', 'play', 'is', ""n't"", 'only', 'one']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.027083333333333334,-0.0625,-0.027083333333333334,inconsistent,inconsistent,consistent,consistent,consistent
149359097,english,"don't listen to the initial negative reviewbombs. this game is amazing. so much fun. play it with my gf, play it with my brother, play it with my buddies. its just so much fun",1698914602,1698914602,True,3,0,0.5238095521926879,1,True,False,False,True,,,,76561198245614878,0,1,11351,1843,6898,1706506742,"['negative reviewbombs', 'much fun', 'much fun']","['do', ""n't"", 'listen', 'initial', 'negative', 'reviewbombs', 'game', 'is', 'amazing', 'so', 'much', 'fun', 'play', 'gf', 'play', 'brother', 'play', 'buddies', 'just', 'so', 'much', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.08333333333333336,0.09999999999999999,0.08333333333333336,inconsistent,inconsistent,consistent,consistent,consistent
149355957,english,"it doesn't matter if you win or lose in this game,,its fun and fast play.",1698908028,1698908028,True,0,0,0.0,0,True,False,False,True,,,,76561199135476755,27,1,5580,343,3893,1706595976,['fast play'],"['does', ""n't"", 'matter', 'win', 'lose', 'game', ',its', 'fun', 'fast', 'play']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.43333333333333335,0.2,0.22499999999999998,inconsistent,inconsistent,consistent,consistent,consistent
149352742,english,[b]fall guys with violence![/b] 😂,1698901215,1700684117,True,24,9,0.6233869791030883,1,True,False,False,True,,,,76561198149205706,0,8,8196,947,312,1707060040,[],"['[', 'b', ']', 'fall', 'guys', 'violence', '[', '/b', ']', '😂']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149332730,english,i love it!,1698870807,1698870807,True,0,0,0.4761904776096343,0,True,True,False,True,,,,76561198119398605,0,1,8147,1411,992,1707076018,[],"['i', 'love']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.625,0.0,0.5,inconsistent,inconsistent,consistent,inconsistent,consistent
149300096,english,it's alright.,1698831576,1698831576,True,1,1,0.5,0,True,False,False,True,,,,76561198066280833,101,6,43525,3589,10665,1707086229,[],"[""'s"", 'alright']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
149275998,english,just a fun game,1698787701,1698787701,True,0,1,0.0,0,True,False,False,True,,,,76561198015636499,0,31,7034,1305,639,1707098954,[],"['just', 'fun', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05000000000000002,0.0,-0.05000000000000002,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
